objid,ra,dec,u,g,r,i,z,class
1237650797287375287,131.6037662,0.870949199,19.56183,17.49019,16.43337,15.98075,15.61759,GALAXY
1237650797287375301,131.6155845,0.9994097412,19.21333,18.17585,17.65982,17.30348,17.15561,GALAXY
1237650797287440666,131.7114272,0.9818027784,18.36962,17.42518,17.08095,16.82813,16.6849,GALAXY
1237650797287440727,131.7574346,0.9539504062,19.55156,19.22396,19.06283,18.77032,18.41939,QSO
1237650797287440826,131.8164579,0.9708139741,19.39783,18.45479,18.15135,18.02851,17.98174,STAR
1237650797287506204,131.862887,0.8569672322,18.89548,17.18219,16.32449,15.8586,15.52427,GALAXY
1237650797287571692,132.0172665,1.032359395,19.50385,18.1298,17.49653,17.09622,16.82295,GALAXY
1237650797287637025,132.1399832,0.9777926552,19.07961,18.71205,18.42341,17.54997,16.92446,STAR
1237650797287637041,132.1675578,1.03879891,16.32248,14.49791,13.67579,13.28125,12.98785,GALAXY
1237650797287702842,132.2905231,0.8432565778,18.55633,17.43465,16.82716,16.44149,16.17811,GALAXY
1237650797287702859,132.3057394,0.8518644905,17.62388,16.33436,15.77431,15.40415,15.19773,GALAXY
1237650797287702871,132.308803,0.9854070145,18.5629,17.37638,16.83822,16.47843,16.29918,GALAXY
1237650797287702887,132.324183,0.9167723283,18.24553,16.78551,16.07953,15.67505,15.37856,GALAXY
1237650797287702971,132.3955989,0.846467715,18.81898,17.48216,16.77225,16.32894,16.02688,GALAXY
1237650797287703006,132.419012,0.8678935184,18.27974,16.72687,16.00819,15.62812,15.3685,GALAXY
1237650797287768118,132.4409994,1.010528692,16.99676,15.61901,15.02207,14.73689,14.53493,GALAXY
1237650797287768203,132.480369,0.8848699381,19.17146,18.60566,18.22794,18.11941,18.03273,QSO
1237650797287768383,132.4730651,0.9194661181,19.04245,17.09803,16.18526,15.72472,15.36897,GALAXY
1237650797287833643,132.5847191,0.9701915267,17.99037,17.0582,16.8082,16.6941,16.67915,STAR
1237649919502123194,13.95668747,14.45116725,19.59455,18.35503,17.7467,17.40409,17.17339,GALAXY
1237649919502123212,13.95764741,14.44011638,19.20168,18.02483,17.53684,17.19571,16.99338,GALAXY
1237649919502319708,14.40932082,14.58280484,17.71672,16.53453,16.02691,15.82242,15.72882,STAR
1237649919502319726,14.28521093,14.6021028,18.84934,17.50305,16.92854,16.54827,16.29961,GALAXY
1237649919502319784,14.35050924,14.43789753,18.73114,17.55528,16.92262,16.47854,16.23813,GALAXY
1237649919502319795,14.37346142,14.58331905,19.25196,18.21835,17.65883,17.23709,17.10748,GALAXY
1237649919502319812,14.39975343,14.60149947,17.32164,15.94063,15.26906,14.85143,14.59428,GALAXY
1237649919502385323,14.45735267,14.59320929,18.53322,17.35107,16.78167,16.44576,16.22647,GALAXY
1237649919502450739,14.68331729,14.58098616,19.016,17.12469,16.24432,15.82467,15.50102,GALAXY
1237649919502450855,14.72267761,14.50648352,18.53648,17.46705,17.15808,16.92234,16.80224,GALAXY
1237649919502516350,14.77948776,14.52329112,17.8938,16.64836,16.17322,15.89126,15.77426,GALAXY
1237649919502516401,14.86344999,14.56068094,19.24067,18.04061,17.30177,16.91676,16.67018,GALAXY
1237649919502581905,14.93265984,14.56775713,15.96381,15.35285,14.94376,14.95053,14.65399,STAR
1237649919502582015,14.94071253,14.39309523,19.59923,18.57088,18.19919,18.01778,17.96045,STAR
1237649919502712921,15.34817102,14.51178161,19.13413,17.88691,17.2741,16.91362,16.71757,GALAXY
1237649919502778562,15.4821895,14.37627317,19.40931,17.55733,16.57219,16.106,15.73709,GALAXY
1237649919502843920,15.54478508,14.46667109,19.04053,17.73071,17.16917,16.78344,16.57708,GALAXY
1237649919502844026,15.54721059,14.50608689,18.65347,16.95965,16.13663,15.6972,15.35483,GALAXY
1237649919502909529,15.7397447,14.49320831,19.49672,19.12309,19.13047,19.04183,19.01303,QSO
1237649919502975010,15.85615966,14.36772678,18.22894,17.0196,16.5462,16.38029,16.28696,STAR
1237649919502975038,15.91216503,14.47407923,19.00211,18.69789,18.5005,18.23124,18.24478,QSO
1237649919503040516,15.97029816,14.40643495,19.0634,18.09396,17.7145,17.58076,17.49315,STAR
1237649919503040651,16.12553283,14.50391662,17.9731,16.10719,15.23625,14.84515,14.52144,GALAXY
1237649919503040692,16.05333025,14.49771018,18.70102,16.9643,16.21486,15.79233,15.48453,GALAXY
1237649919503040701,16.04929358,14.33046879,17.97456,16.75411,16.18387,15.83926,15.57091,GALAXY
1237649919503040727,16.0792818,14.50341669,18.54267,17.33027,16.79361,16.52718,16.32482,GALAXY
1237649919503106194,16.20555594,14.45266674,19.51326,18.62447,18.30793,18.20376,18.14442,STAR
1237649919503106207,16.22357425,14.40166651,18.35205,16.92315,16.24911,15.91262,15.65773,GALAXY
1237649919503171587,16.30044657,14.31327738,17.25716,16.17572,15.61634,15.28923,15.04921,GALAXY
1237649919504351245,19.0911109,14.27849723,16.7374,15.66886,15.28354,15.14812,15.09113,STAR
1237649919504351309,19.1944733,14.22262847,18.82956,17.44209,16.86642,16.5644,16.20702,GALAXY
1237649919504351350,19.08616693,14.22876226,18.50099,16.61503,15.6534,15.21108,14.84794,GALAXY
1237649919504351407,19.17447253,14.28792047,18.70866,17.33024,16.66552,16.32473,16.05924,GALAXY
1237649919504416856,19.20788013,14.20470613,19.53507,18.22043,17.46166,17.04907,16.74268,GALAXY
1237649919504416863,19.22543258,14.33484683,18.67434,16.92505,16.08287,15.66743,15.33433,GALAXY
1237649919504416893,19.2781432,14.20055609,19.03751,17.65451,16.90136,16.52047,16.1983,GALAXY
1237649919504482332,19.40382228,14.21785146,18.15584,16.04316,15.10979,14.71306,14.46588,GALAXY
1237649919504482487,19.39306089,14.1679738,18.91691,17.59814,16.90872,16.51884,16.22386,GALAXY
1237649919504482543,19.50627302,14.13425733,18.91735,17.66109,16.85672,16.42755,16.09988,GALAXY
1237649919504547948,19.55661945,14.27153832,19.40477,19.02793,18.8752,18.72195,18.63091,QSO
1237649919504678937,19.85369623,14.19494754,19.31174,19.20089,18.97697,18.81029,18.76192,QSO
1237649919504678947,19.88236511,14.26164134,17.6707,16.74014,16.40725,16.27341,16.23592,STAR
1237649919504744567,20.05776151,14.21551481,18.83157,17.88514,17.49374,17.35915,17.17944,GALAXY
1237649919504744589,20.08458987,14.18855624,19.42682,19.12917,18.95439,18.94099,18.79248,QSO
1237649919504810169,20.25283243,14.0881448,19.36388,17.98034,17.12431,16.67337,16.32826,GALAXY
1237649919504875727,20.37503685,14.25097708,19.49188,18.32951,17.77716,17.43389,17.22027,GALAXY
1237649919504941087,20.4901232,14.17668743,18.47476,18.17984,18.10856,18.07087,18.05818,QSO
1237649919504941220,20.56125514,14.23408106,18.34729,16.31279,15.27355,14.78042,14.34599,GALAXY
1237649919504941243,20.58169949,14.13834857,19.56672,17.83034,16.9439,16.51414,16.16509,GALAXY
1237651539251626096,199.6094964,67.10955473,19.42145,17.71329,17.03578,16.70236,16.43268,GALAXY
1237651539251626171,199.9218912,67.07664695,19.31468,18.06867,17.57453,17.39786,17.37477,STAR
1237651539251691530,200.0379284,67.09672293,16.52746,15.0645,14.501,14.26603,14.18611,STAR
1237651539251691532,200.0991165,67.17087273,17.66986,16.72216,16.47577,16.36032,16.37399,STAR
1237651539251691566,200.2404674,67.14516721,18.27429,16.74541,16.18798,15.99117,15.92992,STAR
1237651539251691568,200.2198005,67.09144895,18.83597,18.7148,18.5674,18.61968,18.68419,QSO
1237651539251691571,200.2376082,67.0805882,17.50891,15.84848,15.3019,15.1363,15.09771,STAR
1237651539251691582,200.2249453,67.00569348,18.08563,16.65513,16.05546,15.80268,15.6931,STAR
1237651539251691689,200.3368396,67.12732462,19.42787,17.4181,16.50465,16.07005,15.75812,GALAXY
1237651539251757093,200.4707984,67.04906337,19.18822,19.11772,18.94297,19.03124,19.11115,QSO
1237651539251757103,200.4663534,66.96972271,18.20319,17.86569,17.86702,17.93724,17.84665,QSO
1237651539251757124,200.6942043,67.00404625,17.5213,16.11642,15.61503,15.43778,15.37864,STAR
1237651539251757147,200.3731404,67.03652366,19.3126,18.39455,18.18594,18.11289,18.12921,STAR
1237651539251757171,200.4878077,67.0111091,19.27921,17.93257,17.41072,17.21489,17.11903,STAR
1237651539251757220,200.6624707,67.07873302,19.44622,17.68547,16.72413,16.2833,15.95671,GALAXY
1237651539251757223,200.6853547,67.10090967,19.37913,17.26275,16.2128,15.78933,15.42636,GALAXY
1237651539251822618,200.7260154,66.97867952,16.13412,14.65729,14.14972,13.98663,13.93591,STAR
1237651539251822648,200.9788038,67.05668187,18.68348,17.26285,16.74038,16.56742,16.52606,STAR
1237651539251822701,201.0521086,66.98343668,18.69028,17.73824,17.44617,17.33021,17.33229,STAR
1237651539251822754,200.9019476,67.0464691,19.27786,17.89218,17.37549,17.1916,17.14257,STAR
1237651539251888154,201.2462643,67.09482161,17.14814,15.88053,15.35865,15.13611,15.02883,STAR
1237651539251888179,201.2899998,67.06757971,17.94797,16.90792,16.48573,16.31034,16.23095,STAR
1237651539251888188,201.2401457,66.94379648,18.00653,16.61263,16.07662,15.87952,15.79192,STAR
1237651539251888193,201.3067633,67.013786,18.87247,17.07755,16.41515,16.18798,16.11436,STAR
1237651539251888293,201.2765881,67.03892352,19.5824,19.34617,19.26938,19.16666,19.16045,QSO
1237651539251888298,201.3287743,67.07833644,19.1412,18.18093,17.79362,17.64888,17.59512,STAR
1237651539251888358,201.4516854,67.03946862,19.54515,17.90933,16.73798,16.28009,15.99975,GALAXY
1237651539251953679,201.5013161,66.94322918,19.03537,17.60997,17.05954,16.83017,16.7164,STAR
1237651539251953711,201.561819,66.89380325,18.93539,18.00934,17.81845,17.73979,17.72373,STAR
1237651539251953750,201.7754173,66.89736214,18.61723,18.62012,18.42961,18.37413,18.39666,QSO
1237651539251953789,201.5723329,66.97604511,19.52102,18.44862,17.97991,17.80103,17.71455,STAR
1237651539251953795,201.5093771,66.85528632,19.51822,18.50961,18.12851,17.98455,17.92653,STAR
1237651539252019216,201.900834,66.82958938,18.93147,17.83449,17.46727,17.33574,17.28844,STAR
1237651539252019242,202.1927136,66.97009062,17.95369,17.07775,16.81512,16.70282,16.67335,STAR
1237651539252019282,201.9288039,66.81772645,19.30805,17.9817,17.48905,17.29702,17.20194,STAR
1237651539252084770,202.3207609,66.91405517,17.76215,16.73149,16.46528,16.38712,16.39745,STAR
1237651539252084778,202.3672558,66.89942611,17.34268,15.93528,15.39938,15.21028,15.14285,STAR
1237651539252084912,202.5039679,66.77285069,19.48282,19.32088,19.32268,19.14916,19.17474,QSO
1237651539252150302,202.6340348,66.80942344,17.97462,17.0546,16.76237,16.66164,16.67228,STAR
1237651539252150308,202.7518437,66.87207993,17.40161,15.69682,15.07097,14.90451,15.00759,STAR
1237651539252150322,202.6826021,66.72852981,16.08052,14.86933,14.45619,14.34018,14.30321,STAR
1237651539252150327,202.8732201,66.85738485,18.33036,16.44391,15.67868,15.40286,15.27209,STAR
1237651539252150362,202.6793308,66.89568525,19.47955,18.29774,17.65232,17.2913,17.0836,GALAXY
1237651539252150400,202.8150552,66.9262812,19.14416,18.90747,18.73529,18.70175,18.28659,QSO
1237651539252150443,202.9449477,66.88758169,19.55474,18.01317,17.45621,17.26053,17.16981,STAR
1237651539252215888,203.1732351,66.69216305,18.37972,17.04644,16.57656,16.40902,16.36703,STAR
1237651539252215948,202.9979274,66.73254027,17.95651,17.07364,16.76152,16.60859,16.48341,GALAXY
1237651539252215953,203.0398279,66.75397664,19.3843,18.45509,18.18004,18.07136,18.06899,STAR
1237651539252215967,203.08007,66.69028957,19.46704,17.73493,16.8053,16.36002,15.94764,GALAXY
1237651539252281412,203.385074,66.71524311,18.78902,17.80289,17.59499,17.5227,17.57111,STAR
1237651252040630284,210.1222987,63.64506187,17.08795,16.09383,15.74959,15.54102,15.41526,GALAXY
1237651252040630375,210.3099932,63.57059401,18.77811,18.69354,18.51793,18.54322,18.53773,QSO
1237651252040630413,210.1749191,63.60692651,19.16022,17.43718,16.53222,16.09204,15.79332,GALAXY
1237651252040630420,210.1740407,63.56463089,19.21763,17.53325,16.66016,16.2274,15.896,GALAXY
1237651252040630427,210.1945619,63.577228,18.79245,16.78353,15.74263,15.25836,14.8578,GALAXY
1237651252040695963,210.5303701,63.46150668,19.34275,18.49428,18.22458,18.13555,18.07048,STAR
1237651252040826916,211.0679889,63.44689119,17.38436,17.28172,17.12167,17.1519,17.02797,QSO
1237651252040827058,211.1623312,63.41058977,17.78584,16.66045,16.20127,15.9387,15.75909,GALAXY
1237651252040892528,211.4748044,63.34645169,19.26274,19.31851,19.19615,19.28585,19.34055,QSO
1237651252041023549,212.1178518,63.24349372,18.89315,17.77361,17.22593,16.89449,16.71397,GALAXY
1237651252041089033,212.1625047,63.10015351,17.2294,17.14672,17.03867,16.96622,16.64606,QSO
1237651252041154688,212.5426209,63.1660097,18.88687,17.6373,17.02913,16.67321,16.46405,GALAXY
1237651252041285685,213.3538829,62.94103086,18.80718,18.44683,17.93805,17.55893,17.4194,QSO
1237651252041285756,213.3393462,63.00835042,19.54738,19.38444,19.28754,19.10142,18.89232,QSO
1237651252041285764,213.2485475,62.90538375,19.13985,18.00444,17.44509,17.07447,16.88099,GALAXY
1237651252041285773,213.2440116,62.87008078,17.92096,16.48423,15.72857,15.32139,15.00933,GALAXY
1237651252041351178,213.2976416,62.81939093,18.94102,18.97011,18.92668,18.66665,18.61717,QSO
1237651252041416714,213.7159571,62.87796313,18.1446,17.30712,17.00578,16.89597,16.86406,STAR
1237651252041416769,213.8975325,62.7515952,18.56914,18.20852,18.33722,18.15231,18.20854,QSO
1237651252041416831,213.9325854,62.87221042,19.54451,18.695,18.41542,18.31972,18.33998,STAR
1237651252041416863,213.9653018,62.8355634,19.49269,17.98497,17.31864,16.98193,16.71294,GALAXY
1237651252041482342,214.201621,62.75676254,19.10383,19.13192,19.10648,18.90406,18.82567,QSO
1237651252041482364,213.9673571,62.79211462,18.09555,16.19779,15.33143,14.9515,14.64993,GALAXY
1237651252041482387,214.0341316,62.75228887,19.06958,17.91311,17.42373,17.08377,16.92785,GALAXY
1237651252041482392,214.0639841,62.76899512,19.47486,18.10494,17.22094,16.79191,16.44972,GALAXY
1237651252041482421,214.1921705,62.81866861,19.0797,17.2713,16.43513,16.05795,15.78016,GALAXY
1237651252041482456,214.2180863,62.73877226,19.58974,18.26725,17.53821,17.16168,16.88014,GALAXY
1237651252041613377,214.5993126,62.61850112,18.98154,17.81937,16.88597,17.42471,17.20467,STAR
1237651252041613515,214.7537667,62.70086516,18.33981,17.03806,16.45997,16.07815,15.85573,GALAXY
1237651252041744488,215.1880137,62.48828641,19.04363,17.12548,16.03808,15.59575,15.22748,GALAXY
1237651252041744567,215.2192161,62.37265911,18.67796,17.57527,17.11916,16.80155,16.63326,GALAXY
1237651252041941139,216.1882054,62.35745009,19.50664,18.28979,17.66276,17.19776,17.0024,GALAXY
1237651252042006686,216.453227,62.22637931,18.73757,17.43005,16.98725,16.71993,16.56827,GALAXY
1237651252042006723,216.5910978,62.21148811,19.25454,17.98728,17.37676,17.01916,16.7883,GALAXY
1237651252042072155,216.8221851,62.15368981,19.05628,18.16075,17.8106,17.71468,17.67094,STAR
1237651252042072182,216.6190403,62.17603315,19.23996,17.68255,16.83808,16.44822,16.14639,GALAXY
1237651252042072200,216.7051457,62.16830389,18.47518,16.5337,15.53136,15.12374,14.77224,GALAXY
1237651252042072246,216.9166692,62.16877698,19.44308,17.64981,16.72141,16.31689,16.01085,GALAXY
1237651252042203340,217.1727294,61.90151432,18.57616,17.31967,16.72368,16.37824,16.20333,GALAXY
1237651252042268697,217.6132799,61.98850229,18.84155,16.99957,16.2947,15.99541,15.90866,STAR
1237651252042399899,218.0709663,61.66438353,19.01998,17.07127,16.04794,15.6336,15.28737,GALAXY
1237651252042465282,218.309849,61.80425211,18.95825,18.04845,17.79977,17.692,17.68217,STAR
1237651252042465293,218.2018507,61.63810976,19.08123,19.00828,18.9155,18.86319,18.76029,QSO
1237651252042465374,218.4668185,61.7378687,18.3879,17.34673,17.01237,16.78535,16.68908,GALAXY
1237651252042530924,218.5048929,61.56843438,19.14628,17.94335,17.29711,16.92982,16.69866,GALAXY
1237651252042530965,218.5830942,61.54192012,18.99019,17.01453,15.98909,15.56555,15.22678,GALAXY
1237651252042530966,218.5853935,61.53737966,19.26271,17.31342,16.30295,15.85978,15.51597,GALAXY
1237651252042530989,218.572432,61.51061105,19.04531,17.3707,16.43436,15.98371,15.65136,GALAXY
1237651252042531036,218.6758059,61.53145088,19.11204,18.02115,17.41432,17.08203,16.8713,GALAXY
1237651274050830495,202.1457956,67.57901807,18.93393,17.35189,16.7951,16.59747,16.50418,STAR
1237651274050895948,202.4211063,67.42357071,18.28375,16.79206,16.22819,15.99605,15.88808,STAR
1237651274050895980,202.2157951,67.55398423,19.30262,18.32269,17.96459,17.59691,17.51466,GALAXY
1237651274050896033,202.4528665,67.43131424,19.45297,19.38254,19.41032,19.19766,19.26612,QSO
1237651274050961445,202.7611417,67.38076423,16.87286,15.37357,14.84987,14.6516,14.58488,STAR
1237651274051026950,203.0039346,67.557205,16.58673,16.91701,17.40211,17.74612,18.03717,STAR
1237651274051026952,202.9020982,67.36906252,17.83638,16.85512,16.74829,16.72098,16.77502,STAR
1237651274051026967,203.1423743,67.54424692,18.25722,16.69422,16.14622,15.94904,15.89223,STAR
1237651274051026973,203.2083629,67.53296664,17.15249,16.24416,15.99609,15.88666,15.89395,STAR
1237651274051027031,203.1721911,67.44220481,18.98997,17.65621,17.10843,16.8653,16.77772,STAR
1237651274051027036,203.2418941,67.4370396,19.59283,18.29679,17.50433,17.11983,16.80112,GALAXY
1237651274051092499,203.3838559,67.31374262,17.07414,17.06409,17.4657,17.7746,18.10172,STAR
1237651274051092505,203.4689445,67.41097057,19.10899,17.11581,16.28333,15.97137,15.811,STAR
1237651274051092537,203.6827913,67.43727178,17.82179,16.23748,15.61851,15.39044,15.2918,STAR
1237651274051092548,203.2796264,67.42112344,19.42041,17.78107,17.20738,16.99173,16.85634,STAR
1237651274051092580,203.3556645,67.30739218,18.21304,16.73588,16.04041,15.63947,15.39436,GALAXY
1237651274051092597,203.528458,67.40522374,19.17066,17.79671,17.24913,17.01873,16.89636,STAR
1237651274051158030,203.6169311,67.28118825,16.5751,14.91581,14.3174,14.13734,14.062,STAR
1237651274051158096,203.6851475,67.26639708,19.23034,17.81665,17.26373,16.86487,16.62947,GALAXY
1237651274051158152,203.9900755,67.37772702,19.52292,18.16853,17.62059,17.39867,17.30935,STAR
1237651274051223569,204.1032174,67.38402408,17.01118,15.65806,15.20749,15.03709,15.00179,STAR
1237651274051223746,204.1718024,67.20705166,19.55823,18.68341,18.1868,17.99929,17.89308,STAR
1237651274051289120,204.3957152,67.25495493,16.503,14.87593,14.35485,14.19865,14.13472,STAR
1237651274051289147,204.5761235,67.21564637,18.15829,16.75161,16.22938,16.04684,15.97832,STAR
1237651274051289153,204.5977117,67.17493069,17.81643,16.17767,15.67348,15.53139,15.48821,STAR
1237651274051289214,204.7041902,67.23886833,17.04176,15.87289,15.96973,16.06762,16.15918,STAR
1237651274051354628,204.6849258,67.15435406,17.98358,16.62349,16.10119,15.92324,15.86289,STAR
1237651274051354655,204.7912204,67.17727718,17.79976,16.2944,15.72989,15.55471,15.46174,STAR
1237651274051354668,204.9654377,67.3070454,17.26794,16.28853,16.11294,16.07761,16.11467,STAR
